velocidadLeft velocidadRight pwmLeft pwmRight posLeft posRight ticksSinAct
0.16993 0.18766 120 120 666 734 0
0.17427 0.19051 120 120 709 782 0
0.16987 0.19051 120 120 754 831 1
0.17087 0.18724 120 120 799 879 0
0.17045 0.18535 120 120 844 927 1
0.16975 0.18948 120 120 887 976 1
0.17004 0.18690 120 120 930 1024 1
0.16978 0.18725 120 120 973 1072 0
0.17042 0.18678 120 120 1016 1122 0
0.17003 0.18692 120 120 1059 1170 1
0.17065 0.18797 120 120 1102 1219 0
0.17075 0.19121 120 120 1147 1267 1
0.16841 0.19115 120 120 1192 1317 2
0.16949 0.18814 120 120 1237 1365 0
0.16988 0.18854 120 120 1280 1414 1
0.16965 0.18646 120 120 1323 1462 0
0.16993 0.18678 120 120 1366 1512 0
0.17060 0.18812 120 120 1409 1560 1
0.17125 0.18633 120 120 1454 1609 0
0.16989 0.18888 120 120 1497 1657 1
0.16958 0.19166 120 120 1540 1707 0
0.16778 0.18716 120 120 1583 1757 0
0.17040 0.18691 120 120 1626 1807 1
0.16939 0.18852 120 120 1669 1856 1
0.17091 0.18718 120 120 1713 1904 1
0.17095 0.18808 120 120 1758 1952 0
0.17083 0.18787 120 120 1801 2000 1
0.17046 0.18930 120 120 1844 2048 1
0.16929 0.19167 120 120 1887 2096 0
0.17503 0.18758 120 120 1930 2146 1
0.16950 0.18926 120 120 1973 2196 0
0.17040 0.19048 120 120 2016 2246 1
0.16952 0.18065 120 120 2059 2294 1
0.17079 0.18838 120 120 2102 2343 1
0.17072 0.18612 120 120 2145 2391 0
0.16921 0.18783 120 120 2188 2441 0
0.17044 0.18746 120 120 2231 2489 1
0.16231 0.19134 120 120 2274 2538 1
0.16988 0.18551 120 120 2317 2586 0
0.16912 0.18971 130 130 0 0 0
0.18567 0.20810 130 130 46 51 0
0.18797 0.20545 130 130 93 105 0
0.18629 0.20597 130 130 141 157 0
0.18586 0.20969 130 130 188 212 1
0.18715 0.20673 130 130 238 266 0
0.18606 0.20483 130 130 287 318 0
0.18722 0.20621 130 130 337 371 1
0.18623 0.20422 130 130 386 425 0
0.18843 0.20543 130 130 434 479 1
0.18859 0.20418 130 130 482 533 0
0.18816 0.20386 130 130 531 585 0
0.18723 0.20620 130 130 581 638 0
0.18744 0.21017 130 130 630 690 0
0.18785 0.20448 130 130 680 743 1
0.18758 0.20601 130 130 727 797 1
0.18677 0.21255 130 130 775 850 0
0.18692 0.20473 130 130 823 904 0
0.18696 0.20614 130 130 872 957 1
0.18679 0.20422 130 130 922 1011 0
0.18590 0.20374 130 130 971 1065 1
0.18624 0.20370 130 130 1021 1120 1
0.18811 0.22122 130 130 1068 1172 1
0.18728 0.20371 130 130 1118 1225 1
0.18666 0.20294 130 130 1166 1279 1
0.18707 0.20625 130 130 1215 1331 1
0.18767 0.20964 130 130 1265 1384 1
0.18826 0.21342 130 130 1314 1438 0
0.18638 0.20528 130 130 1364 1492 1
0.17810 0.20418 130 130 1413 1546 0
0.19282 0.20365 130 130 1461 1598 0
0.18738 0.20490 130 130 1509 1651 1
0.18742 0.20313 130 130 1558 1705 0
0.18733 0.20338 130 130 1606 1757 1
0.18756 0.21444 130 130 1655 1811 0
0.18762 0.20906 130 130 1703 1863 0
0.18734 0.20411 130 130 1752 1916 1
0.18149 0.20453 130 130 1802 1970 0
0.18725 0.20621 130 130 1849 2024 0
0.18758 0.21443 130 130 1897 2077 0
0.18752 0.20546 130 130 1945 2131 0
0.18598 0.20521 130 130 1994 2185 1
0.18644 0.20377 130 130 2042 2239 0
0.18684 0.20383 130 130 2091 2291 0
0.18672 0.20665 130 130 2141 2346 1
0.18838 0.20468 130 130 2189 2400 0
0.18764 0.20304 130 130 2238 2452 0
0.18722 0.20656 130 130 2286 2506 0
0.18657 0.20936 130 130 2333 2558 1
0.18683 0.20513 140 140 0 0 0
0.20218 0.22660 140 140 50 55 1
0.20479 0.22181 140 140 102 112 0
0.20475 0.22383 140 140 154 169 0
0.20447 0.22309 140 140 208 227 1
0.21405 0.22446 140 140 260 286 1
0.20134 0.21989 140 140 312 345 1
0.20592 0.22035 140 140 364 404 1
0.20449 0.22439 140 140 418 462 1
0.20587 0.22164 140 140 472 520 0
0.20521 0.22059 140 140 524 577 1
0.20628 0.21782 140 140 576 635 0
0.20468 0.21826 140 140 630 693 1
0.20504 0.21923 140 140 682 751 1
0.20461 0.21821 140 140 735 809 0
0.20523 0.21839 140 140 789 867 0
0.20512 0.21869 140 140 841 923 0
0.20571 0.21845 140 140 895 981 0
0.20413 0.21810 140 140 948 1037 0
0.20423 0.21915 140 140 1000 1093 0
0.20449 0.22418 140 140 1052 1151 1
0.20593 0.21835 140 140 1104 1209 0
0.20535 0.21910 140 140 1158 1265 0
0.20482 0.22416 140 140 1211 1322 0
0.20330 0.23028 140 140 1265 1380 0
0.20542 0.21921 140 140 1317 1436 0
0.20502 0.22371 140 140 1371 1492 1
0.20503 0.21855 140 140 1423 1550 0
0.20443 0.21858 140 140 1477 1606 0
0.20645 0.22432 140 140 1529 1662 1
0.19800 0.22098 140 140 1581 1720 1
0.20549 0.21938 140 140 1633 1776 1
0.20460 0.23196 140 140 1687 1834 1
0.20532 0.22053 140 140 1739 1891 1
0.20477 0.21984 140 140 1791 1949 1
0.20513 0.22495 140 140 1845 2007 1
0.20357 0.22708 140 140 1899 2064 1
0.20449 0.22043 140 140 1951 2122 1
0.20406 0.22493 140 140 2003 2178 0
0.20453 0.22113 140 140 2057 2234 0
0.20243 0.21920 140 140 2109 2292 1
0.21634 0.22394 140 140 2163 2348 0
0.20473 0.22124 140 140 2215 2406 0
0.20407 0.21902 140 140 2267 2465 0
0.20333 0.22465 140 140 2320 2521 0
0.20418 0.22182 140 140 2374 2579 0
0.20478 0.21956 150 150 0 0 0
0.21910 0.23645 150 150 55 61 0
0.21920 0.23895 150 150 111 123 1
0.22715 0.23670 150 150 167 185 0
0.22042 0.24036 150 150 225 248 1
0.22171 0.23335 150 150 282 311 0
0.21904 0.24588 150 150 338 374 0
0.22040 0.24576 150 150 394 436 1
0.22135 0.24282 150 150 452 500 0
0.21996 0.23990 150 150 509 562 0
0.22105 0.23956 150 150 567 626 1
0.22065 0.23576 150 150 623 688 0
0.21947 0.23985 150 150 681 751 1
0.22094 0.24153 150 150 738 814 0
0.22035 0.24584 150 150 796 876 0
0.22242 0.23049 150 150 852 940 0
0.22092 0.23805 150 150 910 1003 1
0.22042 0.24260 150 150 967 1066 0
0.21858 0.24181 150 150 1025 1128 1
0.22080 0.23787 150 150 1081 1191 0
0.21996 0.23972 150 150 1139 1254 0
0.21882 0.24016 150 150 1197 1317 1
0.22045 0.24129 150 150 1253 1381 1
0.22012 0.24186 150 150 1311 1443 1
0.21878 0.24623 150 150 1368 1506 0
0.22003 0.23793 150 150 1424 1569 0
0.22003 0.24213 150 150 1480 1632 0
0.22463 0.23850 150 150 1537 1694 0
0.22149 0.24025 150 150 1595 1756 0
0.22035 0.24000 150 150 1653 1818 0
0.21963 0.23894 150 150 1710 1880 1
0.23434 0.15032 150 150 1766 1942 0
0.22050 0.24557 150 150 1822 2006 1
0.21873 0.23865 150 150 1878 2067 0
0.22159 0.23213 150 150 1936 2130 0
0.21920 0.23865 150 150 1992 2193 0
0.21893 0.23986 150 150 2050 2255 0
0.21988 0.24116 150 150 2108 2317 0
0.22054 0.23941 150 150 2164 2381 0
0.21830 0.24098 150 150 2222 2442 1
0.21972 0.24608 150 150 2279 2505 0
0.22040 0.25312 150 150 2335 2567 1
0.21781 0.23744 160 160 0 0 1
0.23772 0.25630 160 160 61 66 0
0.23957 0.25682 160 160 124 132 0
0.24069 0.26038 160 160 186 200 0
0.24148 0.26451 160 160 247 267 0
0.23877 0.26047 160 160 309 333 1
0.23880 0.25887 160 160 370 401 0
0.23920 0.25532 160 160 434 469 1
0.24034 0.26142 160 160 495 535 0
0.24006 0.25763 160 160 558 603 0
0.23905 0.26425 160 160 621 671 0
0.63477 0.25862 160 160 684 738 1
0.23955 0.26744 160 160 747 807 1
0.23945 0.25748 160 160 810 873 0
0.24016 0.26854 160 160 871 940 1
0.23990 0.26443 160 160 934 1009 0
0.24059 0.25951 160 160 997 1075 1
0.24189 0.25888 160 160 1060 1143 0
0.24065 0.25682 160 160 1122 1210 1
0.23954 0.26050 160 160 1183 1278 1
0.23929 0.25692 160 160 1245 1344 0
0.24770 0.25928 160 160 1306 1412 1
0.24022 0.25893 160 160 1368 1479 0
0.23969 0.25790 160 160 1429 1545 0
0.24165 0.26087 160 160 1491 1613 1
0.24013 0.25772 160 160 1552 1681 0
0.24180 0.26352 160 160 1614 1749 0
0.23946 0.25727 160 160 1675 1815 0
0.23772 0.26485 160 160 1736 1881 1
0.23954 0.26058 160 160 1799 1948 1
0.24004 0.25731 160 160 1860 2014 0
0.24012 0.25930 160 160 1922 2081 1
0.24161 0.25859 160 160 1983 2149 1
0.24030 0.25758 160 160 2047 2217 0
0.23860 0.26052 160 160 2108 2285 1
0.23876 0.25780 160 160 2171 2354 1
0.23916 0.26511 160 160 2232 2420 0
0.23881 0.25807 160 160 2294 2488 1
0.24012 0.25745 160 160 2355 2554 0
0.24010 0.25723 170 170 0 0 0
0.25542 0.27053 170 170 66 69 0
0.25845 0.28255 170 170 131 142 1
0.25758 0.27673 170 170 198 213 0
0.25667 0.27618 170 170 264 286 0
0.25887 0.27667 170 170 332 359 0
0.25851 0.28193 170 170 398 432 0
0.25749 0.27759 170 170 465 505 1
0.25875 0.27630 170 170 531 578 0
0.26550 0.27696 170 170 597 649 0
0.25840 0.28269 170 170 665 720 1
0.25645 0.27782 170 170 731 794 0
0.25917 0.27442 170 170 799 867 0
0.25753 0.27801 170 170 865 940 1
0.25719 0.27599 170 170 931 1011 0
0.25816 0.28193 170 170 999 1084 0
0.25862 0.27510 170 170 1066 1157 1
0.25745 0.27643 170 170 1132 1230 0
0.25890 0.27447 170 170 1198 1303 1
0.25615 0.27596 170 170 1264 1374 1
0.25864 0.27470 170 170 1332 1445 0
0.25708 0.27714 170 170 1398 1518 1
0.25336 0.27499 170 170 1466 1591 0
0.25620 0.27606 170 170 1532 1662 0
0.26690 0.27483 170 170 1598 1735 0
0.25829 0.27621 170 170 1664 1808 0
0.25772 0.28216 170 170 1732 1881 0
0.25778 0.27554 170 170 1798 1954 0
0.26030 0.28175 170 170 1866 2027 0
0.25879 0.27582 170 170 1934 2098 1
0.25742 0.28172 170 170 2000 2169 1
0.24689 0.27519 170 170 2067 2240 1
0.25787 0.28163 170 170 2133 2311 0
0.25665 0.27558 170 170 2199 2382 0
0.25759 0.28198 170 170 2267 2453 0
0.25626 0.27501 170 170 2333 2524 1
0.25827 0.28239 180 180 0 0 1
0.27271 0.29318 180 180 70 73 0
0.27405 0.30020 180 180 141 148 0
0.27494 0.29184 180 180 214 225 0
0.27481 0.29713 180 180 285 303 1
0.27754 0.29502 180 180 355 379 0
0.27651 0.29618 180 180 425 457 0
0.27519 0.29446 180 180 495 533 0
0.27496 0.29324 180 180 567 611 0
0.27589 0.29767 180 180 637 687 0
0.27720 0.29338 180 180 707 764 0
0.27413 0.29273 180 180 777 839 1
0.27651 0.29255 180 180 847 914 0
0.27628 0.29213 180 180 919 991 0
0.27616 0.29337 180 180 991 1068 0
0.27651 0.29977 180 180 1062 1143 0
0.27556 0.29991 180 180 1133 1220 1
0.27561 0.29005 180 180 1203 1295 0
0.27477 0.29528 180 180 1273 1370 0
0.27705 0.29072 180 180 1344 1447 0
0.27755 0.29046 180 180 1417 1523 0
0.27693 0.28018 180 180 1490 1598 0
0.27578 0.29179 180 180 1563 1673 0
0.27491 0.27953 180 180 1636 1750 0
0.27688 0.29404 180 180 1707 1827 1
0.27520 0.29910 180 180 1779 1902 0
0.27719 0.29588 180 180 1851 1977 1
0.27432 0.29465 180 180 1922 2054 0
0.27710 0.29536 180 180 1994 2130 0
0.27737 0.29084 180 180 2066 2207 1
0.27519 0.29231 180 180 2138 2282 0
0.27589 0.29235 180 180 2208 2359 1
0.28853 0.29353 180 180 2280 2436 0
0.27561 0.29362 180 180 2352 2511 0
0.27487 0.30016 180 180 2424 2586 0
0.27606 0.29100 190 190 0 0 0
0.29013 0.29018 190 190 75 80 0
0.29199 0.31092 190 190 152 161 0
0.29324 0.31640 190 190 229 242 0
0.29541 0.31578 190 190 306 323 0
0.29310 0.31182 190 190 381 405 0
0.29263 0.32128 190 190 457 487 0
0.29364 0.32063 190 190 534 568 0
0.29481 0.31443 190 190 609 649 0
0.27547 0.31341 190 190 686 731 0
0.29226 0.31325 190 190 761 813 0
0.30727 0.31235 190 190 836 894 1
0.29360 0.31594 190 190 913 977 1
0.29513 0.31234 190 190 988 1058 1
0.29242 0.31817 190 190 1063 1140 1
0.29392 0.30896 190 190 1140 1220 0
0.29390 0.31435 190 190 1216 1303 0
0.29359 0.30714 190 190 1293 1384 0
0.29295 0.31338 190 190 1368 1466 0
0.29474 0.31335 190 190 1445 1549 0
0.29190 0.31103 190 190 1520 1630 0
0.29360 0.31424 190 190 1595 1712 0
0.29344 0.31696 190 190 1670 1793 0
0.29350 0.31186 190 190 1747 1874 0
0.29496 0.31070 190 190 1824 1956 0
0.29298 0.32113 190 190 1899 2038 0
0.29359 0.31456 190 190 1976 2121 0
0.29289 0.31430 190 190 2052 2204 0
0.29467 0.31387 190 190 2129 2286 0
0.31493 0.31292 190 190 2204 2369 0
0.29275 0.31610 190 190 2279 2451 0
0.29420 0.31210 190 190 2356 2533 0
