go
GO!
vlineal vlinealLeft vlinealRight vEncoderLeft vEncoderRight pwmLeft pwmRight posLeft posRight
parar en radianes: 
2.99
parar en 0.39663145
0.29444
2.20833
vlineal vlinealLeft vlinealRight vEncoderLeft vEncoderRight pwmLeft pwmRight posLeft posRight
0.20400 0.30033 0.10767 0.27546 0.10275 202 65 637 244
0.20400 0.30033 0.10767 0.29778 0.10273 202 63 646 248
0.20400 0.30033 0.10767 0.27587 0.10249 202 64 654 251
0.20400 0.30033 0.10767 0.29923 0.10242 199 65 664 254
0.20400 0.30033 0.10767 0.32342 0.12426 199 63 673 257
0.20400 0.30033 0.10767 0.29880 0.10223 199 64 681 261
0.20400 0.30033 0.10767 0.27624 0.10219 202 65 690 264
0.20400 0.30033 0.10767 0.29791 0.12374 202 63 698 267
0.20400 0.30033 0.10767 0.27597 0.10216 202 64 708 270
0.20400 0.30033 0.10767 0.29824 0.10115 202 65 715 273
0.20400 0.30033 0.10767 0.27674 0.10158 202 64 725 277
0.20400 0.30033 0.10767 0.32273 0.10091 199 65 734 279
0.20400 0.30033 0.10767 0.29873 0.10154 199 66 743 283
0.20400 0.30033 0.10767 0.29749 0.10111 202 67 751 286
0.20400 0.30033 0.10767 0.29854 0.12339 202 65 760 289
0.20400 0.30033 0.10767 0.29873 0.10131 202 67 769 292
0.20400 0.30033 0.10767 0.29844 0.10104 202 68 777 295
0.20400 0.30033 0.10767 0.32149 0.12359 199 67 787 299
0.20400 0.30033 0.10767 0.29778 0.10196 200 67 796 302
0.20400 0.30033 0.10767 0.29728 0.10231 200 69 804 305
0.20400 0.30033 0.10767 0.27522 0.12423 202 67 813 308
0.20400 0.30033 0.10767 0.32197 0.10284 199 67 822 312
0.20400 0.30033 0.10767 0.29863 0.12471 199 66 831 315
0.20400 0.30033 0.10767 0.32111 0.10300 197 66 840 318
0.20400 0.30033 0.10767 0.29684 0.10262 198 68 850 321
0.20400 0.30033 0.10767 0.32130 0.12496 195 65 858 324
0.20400 0.30033 0.10767 0.29839 0.10259 196 67 868 328
0.20400 0.30033 0.10767 0.29821 0.10266 193 67 877 331
0.20400 0.30033 0.10767 0.29691 0.12364 194 65 885 334
0.20400 0.30033 0.10767 0.29656 0.10204 195 67 894 337
0.20400 0.30033 0.10767 0.27419 0.10156 198 68 902 340
0.20400 0.30033 0.10767 0.29680 0.12367 198 66 911 344
0.20400 0.30033 0.10767 0.27563 0.10266 201 67 920 347
0.20400 0.30033 0.10767 0.29846 0.10236 202 65 928 350
0.20400 0.30033 0.10767 0.27520 0.10282 202 66 937 353
0.20400 0.30033 0.10767 0.29775 0.10237 202 67 946 357
0.20400 0.30033 0.10767 0.29747 0.12520 202 65 954 360
0.20400 0.30033 0.10767 0.29798 0.10239 202 66 963 363
0.20400 0.30033 0.10767 0.29782 0.10268 202 67 972 367
0.20400 0.30033 0.10767 0.29739 0.12459 202 65 980 370
0.20400 0.30033 0.10767 0.29672 0.10278 202 66 989 373
0.20400 0.30033 0.10767 0.29763 0.12437 202 64 997 376
0.20400 0.30033 0.10767 0.29792 0.10250 202 65 1006 380
0.20400 0.30033 0.10767 0.27651 0.10214 202 66 1015 383
0.20400 0.30033 0.10767 0.29899 0.12353 202 64 1023 386
0.20400 0.30033 0.10767 0.27682 0.10126 202 65 1033 389
0.20400 0.30033 0.10450 0.32168 0.10083 198 66 1042 393
0.19200 0.28267 0.10133 0.29887 0.12241 193 63 1051 396
0.18600 0.27383 0.09500 0.27584 0.10139 192 62 1059 399
0.17400 0.25617 0.09183 0.29809 0.10209 180 59 1068 402
0.16800 0.24733 0.08867 0.27317 0.10098 176 57 1077 405
1078 406 Fin!A> 
